datetime,datetime_nano,highest,last_price,lowest,open_interest,volume,amount,ask_price1,ask_volume1,ask_price2,ask_volume2,ask_price3,ask_volume3,ask_price4,ask_volume4,ask_price5,ask_volume5,bid_price1,bid_volume1,bid_price2,bid_volume2,bid_price3,bid_volume3,bid_price4,bid_volume4,bid_price5,bid_volume5
2023-04-27 20:55:55.25,1682600155250000000,,,,1312.0,0.0,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0
2023-04-27 20:59:00.0,1682600340000000000,,,,1312.0,0.0,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,207.0,1.0,,0.0,,0.0,,0.0,,0.0
2023-04-27 21:00:06.75,1682600406750000000,,,,1312.0,0.0,0.0,944.0,16.0,,0.0,,0.0,,0.0,,0.0,664.5,16.0,207.0,1.0,,0.0,,0.0,,0.0
2023-04-27 21:00:07.0,1682600407000000000,,,,1312.0,0.0,0.0,943.5,10.0,944.0,16.0,,0.0,,0.0,,0.0,664.5,16.0,207.0,1.0,,0.0,,0.0,,0.0
2023-04-27 21:00:08.0,1682600408000000000,,,,1312.0,0.0,0.0,944.0,16.0,,0.0,,0.0,,0.0,,0.0,664.5,16.0,207.0,1.0,,0.0,,0.0,,0.0
2023-04-27 21:00:09.0,1682600409000000000,,,,1312.0,0.0,0.0,944.0,16.0,,0.0,,0.0,,0.0,,0.0,664.5,16.0,207.0,1.0,200.0,1.0,,0.0,,0.0
2023-04-27 21:00:09.25,1682600409250000000,,,,1312.0,0.0,0.0,943.5,10.0,944.0,16.0,,0.0,,0.0,,0.0,664.5,16.0,207.0,1.0,200.0,1.0,,0.0,,0.0
2023-04-27 21:00:10.0,1682600410000000000,,,,1312.0,0.0,0.0,909.5,16.0,943.5,10.0,,0.0,,0.0,,0.0,664.5,16.0,207.0,1.0,200.0,1.0,,0.0,,0.0
2023-04-27 21:00:10.25,1682600410250000000,,,,1312.0,0.0,0.0,909.5,16.0,,0.0,,0.0,,0.0,,0.0,664.5,16.0,207.0,1.0,200.0,1.0,,0.0,,0.0
2023-04-27 21:00:10.5,1682600410500000000,,,,1312.0,0.0,0.0,909.0,10.0,909.5,16.0,,0.0,,0.0,,0.0,664.5,16.0,207.0,1.0,200.0,1.0,,0.0,,0.0
