datetime,datetime_nano,highest,last_price,lowest,open_interest,volume,amount,ask_price1,ask_volume1,ask_price2,ask_volume2,ask_price3,ask_volume3,ask_price4,ask_volume4,ask_price5,ask_volume5,bid_price1,bid_volume1,bid_price2,bid_volume2,bid_price3,bid_volume3,bid_price4,bid_volume4,bid_price5,bid_volume5
2023-04-27 20:55:45.5,1682600145500000000,,,,4447.0,0.0,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0
2023-04-27 20:59:00.0,1682600340000000000,,,,4447.0,0.0,0.0,1.5,134.0,2.0,73.0,,0.0,,0.0,,0.0,1.0,759.0,0.5,650.0,,0.0,,0.0,,0.0
2023-04-27 21:00:00.25,1682600400250000000,,,,4447.0,0.0,0.0,1.5,134.0,2.0,73.0,3.0,1.0,,0.0,,0.0,1.0,759.0,0.5,650.0,,0.0,,0.0,,0.0
2023-04-27 21:00:49.25,1682600449250000000,,,,4447.0,0.0,0.0,1.5,134.0,2.0,73.0,2.5,11.0,3.0,1.0,,0.0,1.0,759.0,0.5,650.0,,0.0,,0.0,,0.0
2023-04-27 21:02:49.75,1682600569750000000,,,,4447.0,0.0,0.0,1.5,144.0,2.0,73.0,2.5,11.0,3.0,1.0,,0.0,1.0,759.0,0.5,660.0,,0.0,,0.0,,0.0
2023-04-27 21:03:03.75,1682600583750000000,,,,4447.0,0.0,0.0,1.5,134.0,2.0,73.0,2.5,11.0,3.0,1.0,,0.0,1.0,759.0,0.5,650.0,,0.0,,0.0,,0.0
2023-04-27 21:04:15.75,1682600655750000000,,,,4447.0,0.0,0.0,1.5,134.0,2.0,73.0,2.5,11.0,3.0,1.0,,0.0,1.0,763.0,0.5,650.0,,0.0,,0.0,,0.0
2023-04-27 21:04:37.0,1682600677000000000,,,,4447.0,0.0,0.0,1.5,134.0,2.0,73.0,2.5,11.0,3.0,1.0,,0.0,1.0,765.0,0.5,650.0,,0.0,,0.0,,0.0
2023-04-27 21:05:00.5,1682600700500000000,,,,4447.0,0.0,0.0,1.5,144.0,2.0,73.0,2.5,12.0,,0.0,,0.0,1.0,765.0,0.5,660.0,,0.0,,0.0,,0.0
2023-04-27 21:05:24.25,1682600724250000000,,,,4447.0,0.0,0.0,1.5,144.0,2.0,83.0,2.5,12.0,,0.0,,0.0,1.0,765.0,0.5,660.0,,0.0,,0.0,,0.0
2023-04-27 21:06:10.5,1682600770500000000,,,,4447.0,0.0,0.0,1.5,134.0,2.0,83.0,2.5,12.0,,0.0,,0.0,1.0,765.0,0.5,650.0,,0.0,,0.0,,0.0
2023-04-27 21:06:43.5,1682600803500000000,,,,4447.0,0.0,0.0,1.5,144.0,2.0,83.0,2.5,12.0,,0.0,,0.0,1.0,765.0,0.5,660.0,,0.0,,0.0,,0.0
2023-04-27 21:08:11.25,1682600891250000000,,,,4447.0,0.0,0.0,1.5,144.0,2.0,83.0,2.5,12.0,,0.0,,0.0,1.0,780.0,0.5,660.0,,0.0,,0.0,,0.0
2023-04-27 21:13:14.0,1682601194000000000,,,,4447.0,0.0,0.0,1.5,144.0,2.0,83.0,2.5,12.0,,0.0,,0.0,1.0,778.0,0.5,660.0,,0.0,,0.0,,0.0
2023-04-27 21:13:14.25,1682601194250000000,1.5,1.5,1.5,4447.0,2.0,30.0,1.5,142.0,2.0,83.0,2.5,12.0,,0.0,,0.0,1.0,778.0,0.5,660.0,,0.0,,0.0,,0.0
2023-04-27 21:13:14.5,1682601194500000000,1.5,1.5,1.5,4447.0,2.0,30.0,1.5,179.0,2.0,84.0,2.5,11.0,,0.0,,0.0,1.0,778.0,0.5,660.0,,0.0,,0.0,,0.0
2023-04-27 21:20:03.5,1682601603500000000,1.5,1.5,1.5,4447.0,2.0,30.0,1.5,239.0,2.0,84.0,2.5,11.0,,0.0,,0.0,1.0,778.0,0.5,660.0,,0.0,,0.0,,0.0
2023-04-27 21:20:21.75,1682601621750000000,1.5,1.5,1.5,4447.0,2.0,30.0,1.5,239.0,2.0,84.0,2.5,11.0,,0.0,,0.0,1.0,778.0,0.5,670.0,,0.0,,0.0,,0.0
2023-04-27 21:20:46.0,1682601646000000000,1.5,1.5,1.5,4447.0,2.0,30.0,1.5,258.0,2.0,84.0,2.5,11.0,,0.0,,0.0,1.0,778.0,0.5,670.0,,0.0,,0.0,,0.0
2023-04-27 21:22:32.0,1682601752000000000,1.5,1.5,1.5,4447.0,2.0,30.0,1.5,258.0,2.0,84.0,2.5,11.0,,0.0,,0.0,1.0,778.0,0.5,685.0,,0.0,,0.0,,0.0
2023-04-27 21:29:17.5,1682602157500000000,1.5,1.5,1.5,4447.0,2.0,30.0,1.5,358.0,2.0,84.0,2.5,11.0,,0.0,,0.0,1.0,878.0,0.5,685.0,,0.0,,0.0,,0.0
2023-04-27 21:33:03.75,1682602383750000000,1.5,1.5,1.5,4447.0,2.0,30.0,1.5,358.0,2.0,84.0,2.5,11.0,,0.0,,0.0,1.0,978.0,0.5,685.0,,0.0,,0.0,,0.0
2023-04-27 22:22:48.5,1682605368500000000,1.5,1.5,1.5,4447.0,2.0,30.0,1.5,348.0,2.0,84.0,2.5,11.0,,0.0,,0.0,1.0,978.0,0.5,675.0,,0.0,,0.0,,0.0
2023-04-27 22:23:59.0,1682605439000000000,1.5,1.5,1.5,4447.0,2.0,30.0,1.5,358.0,2.0,84.0,2.5,11.0,,0.0,,0.0,1.0,978.0,0.5,685.0,,0.0,,0.0,,0.0
2023-04-27 22:35:57.25,1682606157250000000,1.5,1.5,1.5,4447.0,2.0,30.0,1.5,358.0,2.0,84.0,2.5,11.0,15.0,4.0,,0.0,1.0,978.0,0.5,685.0,,0.0,,0.0,,0.0
2023-04-27 22:42:40.5,1682606560500000000,1.5,1.5,1.5,4447.0,2.0,30.0,1.5,358.0,2.0,84.0,2.5,11.0,15.0,4.0,,0.0,1.0,978.0,0.5,704.0,,0.0,,0.0,,0.0
2023-04-27 22:44:40.75,1682606680750000000,1.5,1.5,1.5,4447.0,2.0,30.0,1.5,358.0,2.0,84.0,2.5,11.0,15.0,4.0,,0.0,1.0,978.0,0.5,685.0,,0.0,,0.0,,0.0
2023-04-27 22:44:54.5,1682606694500000000,1.5,1.5,1.5,4447.0,2.0,30.0,1.5,358.0,2.0,84.0,2.5,11.0,15.0,4.0,,0.0,1.0,978.0,0.5,704.0,,0.0,,0.0,,0.0
2023-04-27 22:44:54.75,1682606694750000000,1.5,1.5,1.5,4447.0,2.0,30.0,1.5,358.0,2.0,84.0,2.5,11.0,15.0,4.0,,0.0,1.0,978.0,0.5,685.0,,0.0,,0.0,,0.0
2023-04-27 22:44:55.5,1682606695500000000,1.5,1.5,1.5,4447.0,2.0,30.0,1.5,358.0,2.0,84.0,2.5,11.0,15.0,4.0,,0.0,1.0,978.0,0.5,704.0,,0.0,,0.0,,0.0
2023-04-27 22:44:55.75,1682606695750000000,1.5,1.5,1.5,4447.0,2.0,30.0,1.5,358.0,2.0,84.0,2.5,11.0,15.0,4.0,,0.0,1.0,978.0,0.5,685.0,,0.0,,0.0,,0.0
2023-04-27 22:44:56.0,1682606696000000000,1.5,1.5,1.5,4447.0,2.0,30.0,1.5,358.0,2.0,84.0,2.5,11.0,15.0,4.0,,0.0,1.0,978.0,0.5,704.0,,0.0,,0.0,,0.0
2023-04-27 22:45:02.5,1682606702500000000,1.5,1.5,1.5,4447.0,2.0,30.0,1.5,358.0,2.0,84.0,2.5,11.0,15.0,4.0,,0.0,1.0,978.0,0.5,685.0,,0.0,,0.0,,0.0
2023-04-27 22:51:38.25,1682607098250000000,1.5,1.5,1.5,4447.0,2.0,30.0,1.5,358.0,2.0,84.0,2.5,11.0,15.0,4.0,,0.0,1.0,978.0,0.5,704.0,,0.0,,0.0,,0.0
2023-04-27 22:51:41.75,1682607101750000000,1.5,1.5,1.5,4447.0,2.0,30.0,1.5,358.0,2.0,84.0,2.5,11.0,15.0,4.0,,0.0,1.0,978.0,0.5,685.0,,0.0,,0.0,,0.0
2023-04-27 22:51:42.75,1682607102750000000,1.5,1.5,1.5,4447.0,2.0,30.0,1.5,358.0,2.0,84.0,2.5,11.0,15.0,4.0,,0.0,1.0,978.0,0.5,704.0,,0.0,,0.0,,0.0
2023-04-27 22:52:07.25,1682607127250000000,1.5,1.5,1.5,4447.0,2.0,30.0,1.5,358.0,2.0,84.0,2.5,11.0,15.0,4.0,,0.0,1.0,978.0,0.5,685.0,,0.0,,0.0,,0.0
2023-04-27 22:52:39.25,1682607159250000000,1.5,1.5,1.5,4447.0,2.0,30.0,1.5,358.0,2.0,84.0,2.5,11.0,15.0,4.0,,0.0,1.0,978.0,0.5,704.0,,0.0,,0.0,,0.0
2023-04-27 22:52:48.5,1682607168500000000,1.5,1.5,1.5,4447.0,2.0,30.0,1.5,358.0,2.0,84.0,2.5,11.0,15.0,4.0,,0.0,1.0,978.0,0.5,685.0,,0.0,,0.0,,0.0
2023-04-27 22:54:00.0,1682607240000000000,1.5,1.5,1.5,4447.0,2.0,30.0,1.5,358.0,2.0,84.0,2.5,11.0,15.0,4.0,,0.0,1.0,978.0,0.5,704.0,,0.0,,0.0,,0.0
2023-04-27 22:54:04.25,1682607244250000000,1.5,1.5,1.5,4447.0,2.0,30.0,1.5,358.0,2.0,84.0,2.5,11.0,15.0,4.0,,0.0,1.0,978.0,0.5,685.0,,0.0,,0.0,,0.0
2023-04-27 22:54:18.25,1682607258250000000,1.5,1.5,1.5,4447.0,2.0,30.0,1.5,358.0,2.0,84.0,2.5,11.0,15.0,4.0,,0.0,1.0,978.0,0.5,704.0,,0.0,,0.0,,0.0
2023-04-27 22:56:02.25,1682607362250000000,1.5,1.5,1.5,4447.0,2.0,30.0,1.5,321.0,2.0,84.0,2.5,11.0,15.0,4.0,,0.0,1.0,978.0,0.5,704.0,,0.0,,0.0,,0.0
2023-04-27 22:56:36.25,1682607396250000000,1.5,1.5,1.5,4447.0,2.0,30.0,1.5,321.0,2.0,83.0,2.5,11.0,15.0,4.0,,0.0,1.0,978.0,0.5,704.0,,0.0,,0.0,,0.0
2023-04-27 22:57:21.25,1682607441250000000,1.5,1.5,1.5,4447.0,2.0,30.0,1.5,321.0,2.0,83.0,2.5,11.0,15.0,4.0,,0.0,1.0,978.0,0.5,685.0,,0.0,,0.0,,0.0
2023-04-27 22:58:44.5,1682607524500000000,1.5,1.5,1.5,4447.0,2.0,30.0,1.5,221.0,2.0,83.0,2.5,11.0,15.0,4.0,,0.0,1.0,878.0,0.5,685.0,,0.0,,0.0,,0.0
2023-04-27 22:59:01.75,1682607541750000000,1.5,1.5,1.5,4447.0,2.0,30.0,1.5,211.0,2.0,83.0,2.5,11.0,15.0,4.0,,0.0,1.0,878.0,0.5,675.0,,0.0,,0.0,,0.0
2023-04-27 22:59:02.0,1682607542000000000,1.5,1.5,1.5,4447.0,2.0,30.0,1.5,221.0,2.0,83.0,2.5,11.0,15.0,4.0,,0.0,1.0,878.0,0.5,685.0,,0.0,,0.0,,0.0
2023-04-27 22:59:31.5,1682607571500000000,1.5,1.5,1.5,4447.0,2.0,30.0,1.5,211.0,2.0,83.0,2.5,11.0,15.0,4.0,,0.0,1.0,878.0,0.5,675.0,,0.0,,0.0,,0.0
2023-04-28 08:55:00.0,1682643300000000000,1.5,1.5,1.5,4447.0,2.0,30.0,1.5,211.0,2.0,83.0,2.5,11.0,15.0,4.0,,0.0,1.0,878.0,0.5,675.0,,0.0,,0.0,,0.0
2023-04-28 09:00:00.75,1682643600750000000,1.5,1.5,1.5,4447.0,2.0,30.0,1.5,211.0,2.0,83.0,2.5,12.0,15.0,4.0,,0.0,1.0,878.0,0.5,675.0,,0.0,,0.0,,0.0
2023-04-28 09:01:01.0,1682643661000000000,1.5,1.5,1.5,4447.0,2.0,30.0,1.5,211.0,2.0,83.0,2.5,12.0,15.0,4.0,,0.0,1.0,1099.0,0.5,675.0,,0.0,,0.0,,0.0
2023-04-28 09:03:22.75,1682643802750000000,1.5,1.5,1.5,4447.0,2.0,30.0,1.5,221.0,2.0,83.0,2.5,12.0,15.0,4.0,,0.0,1.0,1099.0,0.5,685.0,,0.0,,0.0,,0.0
2023-04-28 09:03:33.25,1682643813250000000,1.5,1.5,1.5,4447.0,2.0,30.0,1.5,221.0,2.0,83.0,2.5,12.0,15.0,4.0,,0.0,1.0,1109.0,0.5,685.0,,0.0,,0.0,,0.0
2023-04-28 09:04:11.25,1682643851250000000,1.5,1.5,1.5,4447.0,2.0,30.0,1.5,221.0,2.0,83.0,2.5,12.0,15.0,4.0,,0.0,1.0,1159.0,0.5,685.0,,0.0,,0.0,,0.0
2023-04-28 09:04:37.5,1682643877500000000,1.5,1.5,1.5,4447.0,2.0,30.0,1.5,229.0,2.0,83.0,2.5,12.0,15.0,4.0,,0.0,1.0,1159.0,0.5,685.0,,0.0,,0.0,,0.0
2023-04-28 09:06:20.75,1682643980750000000,1.5,1.5,1.5,4447.0,2.0,30.0,1.5,229.0,2.0,84.0,2.5,11.0,15.0,4.0,,0.0,1.0,1178.0,0.5,685.0,,0.0,,0.0,,0.0
2023-04-28 09:09:50.5,1682644190500000000,1.5,1.5,1.5,4447.0,2.0,30.0,1.5,229.0,2.0,84.0,2.5,11.0,3.0,1.0,15.0,4.0,1.0,1178.0,0.5,685.0,,0.0,,0.0,,0.0
2023-04-28 09:10:18.25,1682644218250000000,1.5,1.5,1.5,4447.0,2.0,30.0,1.5,239.0,2.0,84.0,2.5,11.0,3.0,1.0,15.0,4.0,1.0,1188.0,0.5,685.0,,0.0,,0.0,,0.0
2023-04-28 09:10:19.5,1682644219500000000,1.5,1.5,1.5,4447.0,2.0,30.0,1.5,239.0,2.0,84.0,2.5,11.0,15.0,4.0,,0.0,1.0,1188.0,0.5,685.0,,0.0,,0.0,,0.0
