datetime,datetime_nano,highest,last_price,lowest,open_interest,volume,amount,ask_price1,ask_volume1,ask_price2,ask_volume2,ask_price3,ask_volume3,ask_price4,ask_volume4,ask_price5,ask_volume5,bid_price1,bid_volume1,bid_price2,bid_volume2,bid_price3,bid_volume3,bid_price4,bid_volume4,bid_price5,bid_volume5
2023-04-27 20:55:58.75,1682600158750000000,,,,3135.0,0.0,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0
2023-04-27 20:59:00.0,1682600340000000000,,,,3135.0,0.0,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,157.0,1.0,111.0,10.0,110.0,6.0,66.0,2.0,50.0,1.0
2023-04-27 21:00:00.0,1682600400000000000,,,,3135.0,0.0,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,550.0,1.0,157.0,1.0,111.0,10.0,110.0,6.0,66.0,2.0
2023-04-27 21:00:00.25,1682600400250000000,,,,3135.0,0.0,0.0,1085.5,1.0,,0.0,,0.0,,0.0,,0.0,551.5,1.0,550.0,1.0,157.0,1.0,111.0,10.0,110.0,6.0
2023-04-27 21:00:04.5,1682600404500000000,,,,3135.0,0.0,0.0,758.5,16.0,1085.5,1.0,,0.0,,0.0,,0.0,551.5,1.0,550.0,1.0,157.0,1.0,111.0,10.0,110.0,6.0
2023-04-27 21:00:05.0,1682600405000000000,,,,3135.0,0.0,0.0,758.0,10.0,758.5,16.0,1085.5,1.0,,0.0,,0.0,551.5,1.0,550.0,1.0,157.0,1.0,111.0,10.0,110.0,6.0
2023-04-27 21:00:05.25,1682600405250000000,,,,3135.0,0.0,0.0,758.0,10.0,758.5,16.0,,0.0,,0.0,,0.0,551.5,1.0,550.0,1.0,157.0,1.0,111.0,10.0,110.0,6.0
2023-04-27 21:00:05.5,1682600405500000000,,,,3135.0,0.0,0.0,724.0,16.0,756.5,1.0,758.0,10.0,,0.0,,0.0,584.0,16.0,551.5,1.0,550.0,1.0,157.0,1.0,111.0,10.0
2023-04-27 21:00:05.75,1682600405750000000,,,,3135.0,0.0,0.0,724.0,16.0,756.5,1.0,,0.0,,0.0,,0.0,584.0,16.0,551.5,1.0,550.0,1.0,157.0,1.0,111.0,10.0
2023-04-27 21:00:06.0,1682600406000000000,,,,3135.0,0.0,0.0,723.5,10.0,724.0,16.0,756.5,1.0,,0.0,,0.0,584.0,16.0,551.5,1.0,550.0,1.0,157.0,1.0,111.0,10.0
2023-04-27 21:00:06.25,1682600406250000000,,,,3135.0,0.0,0.0,723.5,10.0,724.0,16.0,,0.0,,0.0,,0.0,584.0,16.0,550.0,1.0,157.0,1.0,111.0,10.0,110.0,6.0
2023-04-27 21:00:08.0,1682600408000000000,,,,3135.0,0.0,0.0,724.0,16.0,,0.0,,0.0,,0.0,,0.0,584.0,16.0,550.0,1.0,157.0,1.0,111.0,10.0,110.0,6.0
2023-04-27 21:00:09.0,1682600409000000000,,,,3135.0,0.0,0.0,724.0,16.0,747.5,16.0,,0.0,,0.0,,0.0,584.0,16.0,550.0,1.0,183.5,1.0,157.0,1.0,111.0,10.0
2023-04-27 21:00:09.25,1682600409250000000,,,,3135.0,0.0,0.0,723.5,10.0,724.0,16.0,747.5,16.0,,0.0,,0.0,584.0,16.0,550.0,1.0,183.5,1.0,157.0,1.0,111.0,10.0
2023-04-27 21:00:10.0,1682600410000000000,,,,3135.0,0.0,0.0,689.5,16.0,722.0,1.0,723.5,10.0,724.0,16.0,,0.0,584.0,16.0,550.0,1.0,183.5,1.0,157.0,1.0,111.0,10.0
2023-04-27 21:00:10.25,1682600410250000000,,,,3135.0,0.0,0.0,689.5,16.0,724.0,16.0,,0.0,,0.0,,0.0,584.0,16.0,550.0,1.0,183.5,1.0,157.0,1.0,111.0,10.0
2023-04-27 21:00:10.5,1682600410500000000,,,,3135.0,0.0,0.0,689.0,10.0,689.5,16.0,724.0,16.0,,0.0,,0.0,584.0,16.0,550.0,1.0,183.5,1.0,157.0,1.0,111.0,10.0
2023-04-27 21:00:12.5,1682600412500000000,,,,3135.0,0.0,0.0,689.0,10.0,689.5,16.0,,0.0,,0.0,,0.0,584.0,16.0,550.0,1.0,183.5,1.0,157.0,1.0,111.0,10.0
2023-04-27 21:00:12.75,1682600412750000000,,,,3135.0,0.0,0.0,687.5,1.0,689.0,10.0,689.5,16.0,,0.0,,0.0,584.0,16.0,550.0,1.0,183.5,1.0,157.0,1.0,111.0,10.0
2023-04-27 21:00:13.0,1682600413000000000,,,,3135.0,0.0,0.0,687.5,1.0,689.5,16.0,,0.0,,0.0,,0.0,584.0,16.0,550.0,1.0,183.5,1.0,157.0,1.0,111.0,10.0
2023-04-27 21:00:13.25,1682600413250000000,,,,3135.0,0.0,0.0,687.0,10.0,687.5,1.0,689.5,16.0,,0.0,,0.0,584.0,16.0,550.0,1.0,183.5,1.0,157.0,1.0,111.0,10.0
2023-04-27 21:00:13.5,1682600413500000000,,,,3135.0,0.0,0.0,653.5,16.0,687.0,10.0,687.5,1.0,,0.0,,0.0,584.0,16.0,550.0,1.0,183.5,1.0,157.0,1.0,111.0,10.0
2023-04-27 21:00:13.75,1682600413750000000,,,,3135.0,0.0,0.0,653.5,16.0,,0.0,,0.0,,0.0,,0.0,584.0,16.0,550.0,1.0,183.5,1.0,157.0,1.0,111.0,10.0
2023-04-27 21:00:47.0,1682600447000000000,,,,3135.0,0.0,0.0,653.5,16.0,,0.0,,0.0,,0.0,,0.0,584.0,16.0,183.5,1.0,157.0,1.0,111.0,10.0,110.0,6.0
2023-04-27 21:00:52.5,1682600452500000000,,,,3135.0,0.0,0.0,653.5,16.0,,0.0,,0.0,,0.0,,0.0,460.0,16.0,183.5,1.0,157.0,1.0,111.0,10.0,110.0,6.0
2023-04-27 21:00:53.75,1682600453750000000,,,,3135.0,0.0,0.0,653.5,16.0,,0.0,,0.0,,0.0,,0.0,461.5,1.0,460.0,16.0,183.5,1.0,157.0,1.0,111.0,10.0
2023-04-27 21:00:54.0,1682600454000000000,,,,3135.0,0.0,0.0,653.5,16.0,,0.0,,0.0,,0.0,,0.0,495.5,16.0,461.5,1.0,183.5,1.0,157.0,1.0,111.0,10.0
2023-04-27 21:00:54.25,1682600454250000000,,,,3135.0,0.0,0.0,653.5,16.0,,0.0,,0.0,,0.0,,0.0,495.5,16.0,183.5,1.0,157.0,1.0,111.0,10.0,110.0,6.0
2023-04-27 21:00:56.25,1682600456250000000,,,,3135.0,0.0,0.0,653.5,16.0,,0.0,,0.0,,0.0,,0.0,497.0,1.0,495.5,16.0,183.5,1.0,157.0,1.0,111.0,10.0
2023-04-27 21:00:56.5,1682600456500000000,,,,3135.0,0.0,0.0,653.5,16.0,,0.0,,0.0,,0.0,,0.0,531.0,16.0,497.0,1.0,183.5,1.0,157.0,1.0,111.0,10.0
2023-04-27 21:00:56.75,1682600456750000000,,,,3135.0,0.0,0.0,653.5,16.0,,0.0,,0.0,,0.0,,0.0,531.0,16.0,183.5,1.0,157.0,1.0,111.0,10.0,110.0,6.0
2023-04-27 21:00:59.75,1682600459750000000,,,,3135.0,0.0,0.0,653.5,16.0,,0.0,,0.0,,0.0,,0.0,532.5,1.0,531.0,16.0,183.5,1.0,157.0,1.0,111.0,10.0
2023-04-27 21:01:00.0,1682600460000000000,,,,3135.0,0.0,0.0,653.5,16.0,,0.0,,0.0,,0.0,,0.0,566.5,16.0,532.5,1.0,183.5,1.0,157.0,1.0,111.0,10.0
2023-04-27 21:01:00.25,1682600460250000000,,,,3135.0,0.0,0.0,653.5,16.0,,0.0,,0.0,,0.0,,0.0,566.5,16.0,183.5,1.0,157.0,1.0,111.0,10.0,110.0,6.0
2023-04-27 21:01:34.25,1682600494250000000,,,,3135.0,0.0,0.0,607.5,10.0,653.5,16.0,,0.0,,0.0,,0.0,600.5,10.0,566.5,16.0,183.5,1.0,157.0,1.0,111.0,10.0
2023-04-27 21:01:34.5,1682600494500000000,607.5,607.5,607.5,3135.0,10.0,60750.0,653.5,16.0,,0.0,,0.0,,0.0,,0.0,566.5,16.0,183.5,1.0,157.0,1.0,111.0,10.0,110.0,6.0
2023-04-27 21:01:35.5,1682600495500000000,607.5,607.5,607.5,3135.0,10.0,60750.0,653.0,1.0,653.5,16.0,,0.0,,0.0,,0.0,567.0,1.0,566.5,16.0,183.5,1.0,157.0,1.0,111.0,10.0
