datetime,datetime_nano,highest,last_price,lowest,open_interest,volume,amount,ask_price1,ask_volume1,ask_price2,ask_volume2,ask_price3,ask_volume3,ask_price4,ask_volume4,ask_price5,ask_volume5,bid_price1,bid_volume1,bid_price2,bid_volume2,bid_price3,bid_volume3,bid_price4,bid_volume4,bid_price5,bid_volume5
2023-04-27 20:55:00.0,1682600100000000000,,,,12.0,0.0,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0
2023-04-27 21:00:12.0,1682600412000000000,,,,12.0,0.0,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,1251.5,1.0,,0.0,,0.0,,0.0,,0.0
2023-04-27 21:00:12.25,1682600412250000000,,,,12.0,0.0,0.0,2354.5,1.0,,0.0,,0.0,,0.0,,0.0,1251.5,1.0,,0.0,,0.0,,0.0,,0.0
2023-04-27 21:00:12.5,1682600412500000000,,,,12.0,0.0,0.0,2354.0,10.0,2354.5,1.0,,0.0,,0.0,,0.0,1251.5,1.0,,0.0,,0.0,,0.0,,0.0
2023-04-27 21:00:12.75,1682600412750000000,,,,12.0,0.0,0.0,2354.0,10.0,,0.0,,0.0,,0.0,,0.0,1251.5,1.0,,0.0,,0.0,,0.0,,0.0
2023-04-27 21:00:19.75,1682600419750000000,,,,12.0,0.0,0.0,2352.5,1.0,2354.0,10.0,,0.0,,0.0,,0.0,1251.5,1.0,,0.0,,0.0,,0.0,,0.0
2023-04-27 21:00:20.0,1682600420000000000,,,,12.0,0.0,0.0,2352.5,1.0,,0.0,,0.0,,0.0,,0.0,1251.5,1.0,,0.0,,0.0,,0.0,,0.0
2023-04-27 21:00:20.25,1682600420250000000,,,,12.0,0.0,0.0,2352.0,10.0,2352.5,1.0,,0.0,,0.0,,0.0,1251.5,1.0,,0.0,,0.0,,0.0,,0.0
2023-04-27 21:00:20.75,1682600420750000000,,,,12.0,0.0,0.0,2350.5,1.0,2352.0,10.0,,0.0,,0.0,,0.0,1251.5,1.0,,0.0,,0.0,,0.0,,0.0
2023-04-27 21:00:21.0,1682600421000000000,,,,12.0,0.0,0.0,2350.5,1.0,,0.0,,0.0,,0.0,,0.0,1251.5,1.0,,0.0,,0.0,,0.0,,0.0
2023-04-27 21:00:21.25,1682600421250000000,,,,12.0,0.0,0.0,2350.0,10.0,2350.5,1.0,,0.0,,0.0,,0.0,1251.5,1.0,,0.0,,0.0,,0.0,,0.0
2023-04-27 21:00:21.75,1682600421750000000,,,,12.0,0.0,0.0,2348.5,1.0,2350.0,10.0,,0.0,,0.0,,0.0,1251.5,1.0,,0.0,,0.0,,0.0,,0.0
2023-04-27 21:00:22.0,1682600422000000000,,,,12.0,0.0,0.0,2348.5,1.0,,0.0,,0.0,,0.0,,0.0,1251.5,1.0,,0.0,,0.0,,0.0,,0.0
2023-04-27 21:00:22.25,1682600422250000000,,,,12.0,0.0,0.0,2348.0,10.0,2348.5,1.0,,0.0,,0.0,,0.0,1251.5,1.0,,0.0,,0.0,,0.0,,0.0
2023-04-27 21:00:22.75,1682600422750000000,,,,12.0,0.0,0.0,2346.5,1.0,2348.0,10.0,,0.0,,0.0,,0.0,1251.5,1.0,,0.0,,0.0,,0.0,,0.0
2023-04-27 21:00:23.0,1682600423000000000,,,,12.0,0.0,0.0,2346.5,1.0,,0.0,,0.0,,0.0,,0.0,1251.5,1.0,,0.0,,0.0,,0.0,,0.0
2023-04-27 21:00:23.25,1682600423250000000,,,,12.0,0.0,0.0,2346.0,10.0,2346.5,1.0,,0.0,,0.0,,0.0,1251.5,1.0,,0.0,,0.0,,0.0,,0.0
2023-04-27 21:00:23.75,1682600423750000000,,,,12.0,0.0,0.0,2344.5,1.0,2346.0,10.0,,0.0,,0.0,,0.0,1251.5,1.0,,0.0,,0.0,,0.0,,0.0
2023-04-27 21:00:24.0,1682600424000000000,,,,12.0,0.0,0.0,2344.5,1.0,,0.0,,0.0,,0.0,,0.0,1251.5,1.0,,0.0,,0.0,,0.0,,0.0
2023-04-27 21:00:24.25,1682600424250000000,,,,12.0,0.0,0.0,2344.0,10.0,2344.5,1.0,,0.0,,0.0,,0.0,1251.5,1.0,,0.0,,0.0,,0.0,,0.0
2023-04-27 21:00:24.75,1682600424750000000,,,,12.0,0.0,0.0,2342.5,1.0,2344.0,10.0,,0.0,,0.0,,0.0,1251.5,1.0,,0.0,,0.0,,0.0,,0.0
2023-04-27 21:00:25.0,1682600425000000000,,,,12.0,0.0,0.0,2342.5,1.0,,0.0,,0.0,,0.0,,0.0,1251.5,1.0,,0.0,,0.0,,0.0,,0.0
2023-04-27 21:00:25.25,1682600425250000000,,,,12.0,0.0,0.0,2342.0,10.0,2342.5,1.0,,0.0,,0.0,,0.0,1251.5,1.0,,0.0,,0.0,,0.0,,0.0
2023-04-27 21:00:25.75,1682600425750000000,,,,12.0,0.0,0.0,2340.5,1.0,2342.0,10.0,,0.0,,0.0,,0.0,1251.5,1.0,,0.0,,0.0,,0.0,,0.0
2023-04-27 21:00:26.0,1682600426000000000,,,,12.0,0.0,0.0,2340.5,1.0,,0.0,,0.0,,0.0,,0.0,1251.5,1.0,,0.0,,0.0,,0.0,,0.0
2023-04-27 21:00:26.25,1682600426250000000,,,,12.0,0.0,0.0,2340.0,10.0,2340.5,1.0,,0.0,,0.0,,0.0,1251.5,1.0,,0.0,,0.0,,0.0,,0.0
2023-04-27 21:00:26.75,1682600426750000000,,,,12.0,0.0,0.0,2338.5,1.0,2340.0,10.0,,0.0,,0.0,,0.0,1251.5,1.0,,0.0,,0.0,,0.0,,0.0
2023-04-27 21:00:27.0,1682600427000000000,,,,12.0,0.0,0.0,2338.5,1.0,,0.0,,0.0,,0.0,,0.0,1251.5,1.0,,0.0,,0.0,,0.0,,0.0
2023-04-27 21:00:27.25,1682600427250000000,,,,12.0,0.0,0.0,2338.0,10.0,2338.5,1.0,,0.0,,0.0,,0.0,1251.5,1.0,,0.0,,0.0,,0.0,,0.0
2023-04-27 21:00:27.75,1682600427750000000,,,,12.0,0.0,0.0,2338.0,10.0,,0.0,,0.0,,0.0,,0.0,1251.5,1.0,,0.0,,0.0,,0.0,,0.0
2023-04-27 21:00:30.75,1682600430750000000,,,,12.0,0.0,0.0,2336.5,1.0,2338.0,10.0,,0.0,,0.0,,0.0,1251.5,1.0,,0.0,,0.0,,0.0,,0.0
2023-04-27 21:00:31.0,1682600431000000000,,,,12.0,0.0,0.0,2336.0,10.0,2336.5,1.0,,0.0,,0.0,,0.0,1251.5,1.0,,0.0,,0.0,,0.0,,0.0
2023-04-27 21:00:31.25,1682600431250000000,,,,12.0,0.0,0.0,2334.5,1.0,2336.0,10.0,,0.0,,0.0,,0.0,1251.5,1.0,,0.0,,0.0,,0.0,,0.0
2023-04-27 21:00:31.5,1682600431500000000,,,,12.0,0.0,0.0,2334.0,10.0,2334.5,1.0,,0.0,,0.0,,0.0,1251.5,1.0,,0.0,,0.0,,0.0,,0.0
2023-04-27 21:00:31.75,1682600431750000000,,,,12.0,0.0,0.0,2334.0,10.0,,0.0,,0.0,,0.0,,0.0,1251.5,1.0,,0.0,,0.0,,0.0,,0.0
2023-04-27 21:00:33.75,1682600433750000000,,,,12.0,0.0,0.0,2332.5,1.0,2334.0,10.0,,0.0,,0.0,,0.0,1251.5,1.0,,0.0,,0.0,,0.0,,0.0
2023-04-27 21:00:34.0,1682600434000000000,,,,12.0,0.0,0.0,2332.5,1.0,,0.0,,0.0,,0.0,,0.0,1251.5,1.0,,0.0,,0.0,,0.0,,0.0
2023-04-27 21:00:34.25,1682600434250000000,,,,12.0,0.0,0.0,2332.0,10.0,2332.5,1.0,,0.0,,0.0,,0.0,1251.5,1.0,,0.0,,0.0,,0.0,,0.0
2023-04-27 21:00:34.75,1682600434750000000,,,,12.0,0.0,0.0,2330.5,1.0,2332.0,10.0,,0.0,,0.0,,0.0,1251.5,1.0,,0.0,,0.0,,0.0,,0.0
2023-04-27 21:00:35.0,1682600435000000000,,,,12.0,0.0,0.0,2330.5,1.0,,0.0,,0.0,,0.0,,0.0,1251.5,1.0,,0.0,,0.0,,0.0,,0.0
2023-04-27 21:00:35.25,1682600435250000000,,,,12.0,0.0,0.0,2330.0,10.0,2330.5,1.0,,0.0,,0.0,,0.0,1251.5,1.0,,0.0,,0.0,,0.0,,0.0
2023-04-27 21:00:35.75,1682600435750000000,,,,12.0,0.0,0.0,2330.0,10.0,,0.0,,0.0,,0.0,,0.0,1251.5,1.0,,0.0,,0.0,,0.0,,0.0
2023-04-27 21:00:37.75,1682600437750000000,,,,12.0,0.0,0.0,2328.5,1.0,2330.0,10.0,,0.0,,0.0,,0.0,1251.5,1.0,,0.0,,0.0,,0.0,,0.0
2023-04-27 21:00:38.0,1682600438000000000,,,,12.0,0.0,0.0,2328.5,1.0,,0.0,,0.0,,0.0,,0.0,1251.5,1.0,,0.0,,0.0,,0.0,,0.0
2023-04-27 21:00:38.25,1682600438250000000,,,,12.0,0.0,0.0,2328.0,10.0,2328.5,1.0,,0.0,,0.0,,0.0,1251.5,1.0,,0.0,,0.0,,0.0,,0.0
2023-04-27 21:00:38.75,1682600438750000000,,,,12.0,0.0,0.0,2326.5,1.0,2328.0,10.0,,0.0,,0.0,,0.0,1251.5,1.0,,0.0,,0.0,,0.0,,0.0
2023-04-27 21:00:39.0,1682600439000000000,,,,12.0,0.0,0.0,2326.5,1.0,,0.0,,0.0,,0.0,,0.0,1251.5,1.0,,0.0,,0.0,,0.0,,0.0
2023-04-27 21:00:39.25,1682600439250000000,,,,12.0,0.0,0.0,2326.0,10.0,2326.5,1.0,,0.0,,0.0,,0.0,1251.5,1.0,,0.0,,0.0,,0.0,,0.0
2023-04-27 21:00:39.75,1682600439750000000,,,,12.0,0.0,0.0,2326.0,10.0,,0.0,,0.0,,0.0,,0.0,1251.5,1.0,,0.0,,0.0,,0.0,,0.0
2023-04-27 21:00:43.75,1682600443750000000,,,,12.0,0.0,0.0,2324.5,1.0,2326.0,10.0,,0.0,,0.0,,0.0,1251.5,1.0,,0.0,,0.0,,0.0,,0.0
2023-04-27 21:00:44.0,1682600444000000000,,,,12.0,0.0,0.0,2324.5,1.0,,0.0,,0.0,,0.0,,0.0,1251.5,1.0,,0.0,,0.0,,0.0,,0.0
2023-04-27 21:00:44.25,1682600444250000000,,,,12.0,0.0,0.0,2324.0,10.0,2324.5,1.0,,0.0,,0.0,,0.0,1251.5,1.0,,0.0,,0.0,,0.0,,0.0
2023-04-27 21:00:44.75,1682600444750000000,,,,12.0,0.0,0.0,2324.0,10.0,,0.0,,0.0,,0.0,,0.0,1251.5,1.0,,0.0,,0.0,,0.0,,0.0
2023-04-27 21:00:47.75,1682600447750000000,,,,12.0,0.0,0.0,2322.5,1.0,2324.0,10.0,,0.0,,0.0,,0.0,1251.5,1.0,,0.0,,0.0,,0.0,,0.0
2023-04-27 21:00:48.0,1682600448000000000,,,,12.0,0.0,0.0,2322.5,1.0,,0.0,,0.0,,0.0,,0.0,1251.5,1.0,,0.0,,0.0,,0.0,,0.0
2023-04-27 21:00:48.25,1682600448250000000,,,,12.0,0.0,0.0,2322.0,10.0,2322.5,1.0,,0.0,,0.0,,0.0,1251.5,1.0,,0.0,,0.0,,0.0,,0.0
2023-04-27 21:00:48.75,1682600448750000000,,,,12.0,0.0,0.0,2320.5,1.0,2322.0,10.0,,0.0,,0.0,,0.0,1251.5,1.0,,0.0,,0.0,,0.0,,0.0
2023-04-27 21:00:49.0,1682600449000000000,,,,12.0,0.0,0.0,2320.5,1.0,,0.0,,0.0,,0.0,,0.0,1251.5,1.0,,0.0,,0.0,,0.0,,0.0
2023-04-27 21:00:49.25,1682600449250000000,,,,12.0,0.0,0.0,2320.0,10.0,2320.5,1.0,,0.0,,0.0,,0.0,1251.5,1.0,,0.0,,0.0,,0.0,,0.0
2023-04-27 21:00:49.75,1682600449750000000,,,,12.0,0.0,0.0,2318.5,1.0,2320.0,10.0,,0.0,,0.0,,0.0,1251.5,1.0,,0.0,,0.0,,0.0,,0.0
2023-04-27 21:00:50.0,1682600450000000000,,,,12.0,0.0,0.0,2318.5,1.0,,0.0,,0.0,,0.0,,0.0,1251.5,1.0,,0.0,,0.0,,0.0,,0.0
2023-04-27 21:00:50.25,1682600450250000000,,,,12.0,0.0,0.0,2318.0,10.0,2318.5,1.0,,0.0,,0.0,,0.0,1251.5,1.0,,0.0,,0.0,,0.0,,0.0
